# Copied from xls file from Rupert/Zanella (2014), "Revisiting wage and hours profiles".
# Cohort born 1942-46. PSID. Smoother hours * wages.
age efficiency
# College graduates.
23	1
24	1.271611834
25	1.377251715
26	1.478374525
27	1.574937644
28	1.666920235
29	1.754316498
30	1.837129154
31	1.915366501
32	1.9890399
33	2.058161942
34	2.122744834
35	2.182800636
36	2.238340545
37	2.289374747
38	2.33591315
39	2.377964773
40	2.415538852
41	2.448644446
42	2.477290524
43	2.501487347
44	2.521247043
45	2.536582606
46	2.547509225
47	2.554045364
48	0.0
49	2.554032789
50	2.547536695
51	2.536756729
52	2.521729068
53	0.0
54	2.479109235
55	0.0
56	2.420087231
57	0.0
58	2.345175921
59	0.0
60	2.255005042
61	0.0
62	2.150335288
63	0.0
64	2.032070858
65	0.0
66	1.901273353
