# Copied from xls file from Rupert/Zanella (2014), "Revisiting wage and hours profiles".
# Cohort born 1942-46. PSID. Smoother hours * wages.
# No college
age efficiency
23	1.0
24	1.093495754
25	1.135171716
26	1.170355851
27	1.200194489
28	1.225593939
29	1.24727406
30	1.265810324
31	1.281663083
32	1.295202704
33	1.306726461
34	1.316473511
35	1.324636642
36	1.331368997
37	1.336793476
38	1.341005911
39	1.344081534
40	1.346077952
41	1.347036712
42	1.346987963
43	1.345950924
44	1.343935442
45	1.34094426
46	1.336973258
47	1.332012909
48	0.0
49	1.319062126
50	1.311030891
51	1.301929312
52	1.291728981
53	0.0
54	1.267907309
55	0.0
56	1.23929468
57	0.0
58	1.205592009
59	0.0
60	1.16647735
61	0.0
62	1.12161008
63	0.0
64	1.070634046
65	0.0
66	1.013179736
